Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
113,Dewayne Dedmon\dedmode01,C,30,SAC,15,225,7.3,.465,.474,.141,11.0,20.9,15.8,4.6,1.3,3.3,23.2,20.8,,-0.4,0.2,-0.2,-0.050,,-5.2,-0.6,-5.9,-0.2
114,Matthew Dellavedova\dellama01,PG,29,CLE,14,192,4.1,.371,.578,.244,1.6,10.9,6.2,21.7,1.3,0.4,21.9,14.2,,-0.3,0.1,-0.2,-0.062,,-4.7,-1.5,-6.3,-0.2
115,DeMar DeRozan\derozde01,SF,30,SAS,17,577,20.3,.591,.015,.400,1.6,15.5,8.4,21.2,1.1,1.3,13.1,26.6,,1.2,0.2,1.4,.115,,0.8,-1.5,-0.8,0.2
116,Cheick Diallo\diallch01,C,23,PHO,11,97,22.1,.812,.000,.200,7.8,19.4,13.5,8.8,0.0,3.6,13.3,16.5,,0.3,0.1,0.4,.221,,2.0,0.3,2.3,0.1
117,Hamidou Diallo\diallha01,SF,21,OKC,12,256,13.8,.525,.141,.196,6.1,13.2,9.8,6.4,3.4,1.3,12.3,19.5,,0.0,0.4,0.4,.073,,-2.5,1.5,-1.0,0.1
118,Gorgui Dieng\dienggo01,C,30,MIN,12,145,19.4,.490,.314,.275,7.7,30.0,18.9,14.9,2.5,7.7,10.9,17.9,,0.1,0.3,0.4,.144,,-2.4,5.7,3.3,0.2
119,Spencer Dinwiddie\dinwisp01,SG,26,BRK,16,450,19.1,.565,.404,.465,0.7,8.5,4.6,29.8,1.3,1.1,12.3,29.0,,1.0,0.3,1.3,.142,,2.5,-2.9,-0.4,0.2
120,Donte DiVincenzo\divindo01,SG,23,MIL,13,250,15.0,.543,.495,.084,4.9,14.6,10.0,11.0,3.4,0.7,11.7,18.1,,0.2,0.5,0.7,.135,,0.4,1.6,2.0,0.3
121,Luka Dončić\doncilu01,PG,20,DAL,16,543,33.3,.632,.462,.437,4.5,25.9,15.5,48.9,1.9,0.5,15.9,35.7,,2.8,0.7,3.6,.317,,11.9,2.3,14.2,2.2
122,Damyean Dotson\dotsoda01,SG,25,NYK,13,186,8.4,.454,.492,.077,1.1,12.1,6.3,9.2,1.6,1.1,8.2,16.7,,-0.1,0.1,0.0,.000,,-3.5,-1.7,-5.2,-0.2
123,Sekou Doumbouya\doumbse01,SF,19,DET,1,2,-20.2,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,,0.0,0.0,0.0,-0.536,,-15.9,-8.1,-24.0,0.0
124,Goran Dragić\dragigo01,PG,33,MIA,14,398,16.8,.603,.487,.399,1.2,11.4,6.6,27.7,1.0,1.0,17.0,24.1,,0.7,0.5,1.2,.145,,1.5,-1.4,0.1,0.2
125,Andre Drummond\drumman01,C,26,DET,16,550,22.5,.572,.044,.307,15.4,40.5,28.1,15.3,2.4,4.5,19.8,25.3,,0.5,1.0,1.5,.135,,-0.7,4.3,3.5,0.8
126,Jared Dudley\dudleja01,SF,34,LAL,10,72,7.2,.667,.667,.000,0.0,12.1,6.1,10.1,0.7,1.2,10.0,5.9,,0.1,0.1,0.2,.122,,-1.7,0.1,-1.6,0.0
127,Kris Dunn\dunnkr01,PG,25,CHI,17,351,14.2,.488,.287,.120,2.3,13.2,7.5,23.2,4.7,1.6,11.7,15.1,,0.2,0.6,0.9,.117,,-0.9,3.2,2.3,0.4
128,Carsen Edwards\edwarca01,SG,21,BOS,13,151,10.1,.463,.583,.183,2.0,12.6,7.4,12.4,1.3,1.2,5.8,19.4,,0.0,0.2,0.2,.065,,-2.0,-0.6,-2.6,0.0
129,Henry Ellenson\ellenhe01,PF,23,BRK,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.003,,-6.2,0.1,-6.0,0.0
130,Wayne Ellington\ellinwa01,SG,32,NYK,13,196,6.6,.505,.892,.046,0.0,12.1,5.7,9.2,0.5,0.5,11.9,16.3,,-0.1,0.0,0.0,-0.004,,-2.0,-3.4,-5.4,-0.2
131,Joel Embiid\embiijo01,C,25,PHI,12,348,26.9,.587,.247,.454,10.5,34.1,22.5,17.3,1.6,4.1,13.1,32.4,,0.9,0.8,1.6,.223,,2.5,2.4,4.9,0.6
132,James Ennis\ennisja01,SF,29,PHI,16,261,16.2,.649,.385,.308,10.0,15.1,12.6,6.5,1.1,1.0,11.9,16.2,,0.6,0.3,0.9,.174,,1.8,-0.9,0.9,0.2
133,Drew Eubanks\eubandr01,PF,22,SAS,1,2,-27.8,.000,.000,.000,100.0,54.6,80.1,0.0,0.0,0.0,33.3,62.9,,0.0,0.0,0.0,-1.101,,-40.5,-24.2,-64.7,0.0
134,Jacob Evans\evansja02,SG,22,GSW,3,43,12.8,.654,.667,.333,2.4,10.1,6.2,6.7,0.0,0.0,6.8,14.4,,0.1,0.0,0.1,.090,,0.7,-5.2,-4.5,0.0
135,Dante Exum\exumda01,SG,24,UTA,4,33,1.7,.286,.143,.000,3.4,3.1,3.3,8.4,1.4,2.6,12.5,10.5,,-0.1,0.1,0.0,-0.016,,-6.9,2.3,-4.6,0.0
136,Tacko Fall\fallta01,C,24,BOS,1,4,7.8,.500,.000,.000,0.0,75.2,37.9,0.0,0.0,0.0,20.0,53.2,,0.0,0.0,0.0,-0.225,,-24.8,-13.9,-38.7,0.0
137,Derrick Favors\favorde01,C,28,NOP,9,189,19.5,.618,.034,.103,16.6,28.2,22.2,14.5,1.2,1.8,18.8,16.0,,0.4,0.1,0.5,.138,,1.0,0.8,1.8,0.2
138,Terrance Ferguson\fergute01,SF,21,OKC,14,359,7.4,.624,.694,.048,3.4,5.6,4.5,6.2,0.9,0.9,12.4,8.8,,0.4,0.2,0.6,.076,,0.0,0.1,0.1,0.2
139,Bruno Fernando\fernabr01,C,21,ATL,16,197,12.9,.563,.192,.327,9.6,17.5,13.6,12.6,1.0,3.3,19.1,15.5,,0.1,0.1,0.2,.047,,-1.7,-0.3,-1.9,0.0
140,Yogi Ferrell\ferreyo01,PG,26,SAC,11,138,10.8,.534,.364,.341,0.8,11.9,6.2,16.1,0.7,0.7,13.7,18.4,,0.1,0.0,0.1,.044,,-2.3,-2.7,-5.0,-0.1
141,Dorian Finney-Smith\finnedo01,PF,26,DAL,16,425,12.7,.588,.505,.252,7.6,13.3,10.5,5.0,1.2,1.2,12.1,13.9,,0.6,0.3,0.9,.107,,0.8,-0.3,0.5,0.3
142,Bryn Forbes\forbebr01,SG,26,SAS,17,465,12.7,.549,.613,.168,1.3,9.2,5.2,8.7,0.9,0.0,5.5,19.6,,0.7,0.0,0.6,.066,,1.6,-4.0,-2.3,0.0
143,Evan Fournier\fournev01,SG,27,ORL,15,438,18.7,.615,.434,.235,0.5,10.6,5.3,21.3,1.5,0.6,12.2,24.3,,0.9,0.4,1.3,.144,,3.4,-1.5,1.9,0.4
144,De'Aaron Fox\foxde01,PG,22,SAC,9,288,15.7,.528,.234,.484,1.9,12.6,7.2,35.7,1.2,1.6,19.2,28.9,,0.1,0.1,0.2,.040,,-0.5,-1.5,-2.0,0.0
145,Melvin Frazier\frazime01,SG,23,ORL,2,8,-1.0,.200,.200,.000,12.6,0.0,6.6,18.9,0.0,0.0,0.0,27.0,,0.0,0.0,0.0,-0.246,,-8.5,-4.7,-13.3,0.0
146,Tim Frazier\fraziti01,PG,29,DET,10,124,5.9,.340,.342,.368,2.8,5.6,4.2,32.5,3.1,0.7,21.4,19.6,,-0.2,0.1,-0.1,-0.057,,-5.8,-2.3,-8.1,-0.2
147,Markelle Fultz\fultzma01,PG,21,ORL,15,361,15.5,.545,.221,.213,1.9,7.3,4.5,24.4,2.7,0.5,13.4,20.6,,0.3,0.5,0.8,.104,,-0.2,-0.4,-0.6,0.1
148,Wenyen Gabriel\gabriwe01,PF,22,SAC,7,47,8.5,.401,.500,.563,9.5,10.0,9.8,9.1,2.1,3.9,13.1,21.2,,-0.1,0.0,0.0,-0.031,,-3.6,-0.2,-3.8,0.0
149,Daniel Gafford\gaffoda01,C,21,CHI,8,76,16.5,.607,.000,.364,11.8,8.5,10.2,2.1,0.0,7.5,3.8,14.4,,0.2,0.1,0.2,.153,,-1.3,0.8,-0.5,0.0
150,Danilo Gallinari\gallida01,PF,31,OKC,15,448,19.9,.632,.532,.452,1.7,16.2,9.2,9.1,1.1,0.2,8.2,23.8,,1.3,0.4,1.7,.184,,3.4,-2.0,1.4,0.4
151,Langston Galloway\gallola01,SG,28,DET,16,439,14.6,.623,.615,.304,1.3,7.6,4.5,8.6,0.9,1.3,7.2,17.8,,1.0,0.1,1.1,.120,,2.3,-2.7,-0.4,0.2
152,Darius Garland\garlada01,PG,20,CLE,16,447,6.6,.440,.393,.116,0.9,4.9,2.9,17.6,1.7,0.0,16.5,20.9,,-0.8,0.1,-0.7,-0.075,,-3.9,-2.7,-6.6,-0.5
153,Marc Gasol\gasolma01,C,35,TOR,15,425,7.7,.467,.473,.161,2.8,20.7,12.4,14.4,0.8,2.5,18.8,12.3,,-0.1,0.7,0.6,.070,,-3.0,3.4,0.4,0.3
154,Rudy Gay\gayru01,PF,33,SAS,17,389,19.1,.602,.364,.278,6.7,22.2,14.3,13.0,0.7,1.9,12.9,21.0,,0.8,0.2,1.0,.121,,1.7,-1.3,0.4,0.2
155,Paul George\georgpa01,SF,29,LAC,6,174,25.7,.637,.594,.376,1.2,20.7,11.2,27.1,1.9,1.6,16.9,33.5,,0.5,0.3,0.8,.224,,6.2,0.4,6.6,0.4
156,Taj Gibson\gibsota01,C,34,NYK,15,238,17.2,.605,.075,.194,13.1,17.5,15.2,12.3,1.6,0.4,13.1,14.9,,0.6,0.2,0.7,.144,,0.9,-0.3,0.6,0.2
157,Harry Giles\gilesha01,PF,21,SAC,5,38,11.1,.437,.000,.091,8.9,9.3,9.1,18.6,1.3,4.9,11.6,29.5,,-0.1,0.0,0.0,-0.033,,-5.0,-0.5,-5.5,0.0
158,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,15,525,16.5,.548,.255,.255,3.0,13.0,8.2,14.7,1.2,1.4,10.9,25.3,,0.4,0.5,0.9,.084,,-0.4,-0.4,-0.8,0.2
159,Rudy Gobert\goberru01,C,27,UTA,15,523,19.1,.679,.000,.798,10.0,32.4,21.7,4.8,1.4,5.2,19.6,15.2,,0.9,1.4,2.3,.214,,-1.5,5.3,3.8,0.8
160,Aaron Gordon\gordoaa01,PF,24,ORL,14,426,14.1,.509,.333,.296,5.4,16.6,10.7,15.0,1.0,1.4,9.6,20.2,,0.3,0.5,0.8,.092,,-0.5,0.5,-0.1,0.2
161,Eric Gordon\gordoer01,SG,31,HOU,9,265,3.5,.422,.673,.127,1.1,5.3,3.2,3.7,0.9,0.6,9.4,19.5,,-0.5,0.1,-0.4,-0.069,,-4.8,-3.2,-8.0,-0.4
162,Devonte' Graham\grahade01,PG,24,CHO,17,561,17.2,.577,.606,.261,2.7,9.2,5.8,34.1,1.0,0.5,17.2,24.8,,1.0,0.1,1.0,.089,,3.4,-3.5,0.0,0.3
163,Treveon Graham\grahatr01,SG,26,MIN,15,381,6.3,.411,.455,.164,4.8,10.9,7.9,7.4,1.4,0.2,7.8,13.6,,-0.2,0.3,0.1,.010,,-3.5,-0.4,-3.8,-0.2
164,Jerami Grant\grantje01,PF,25,DEN,15,322,10.6,.502,.400,.226,2.9,14.8,8.7,7.3,0.6,2.6,8.7,18.4,,0.0,0.5,0.5,.069,,-2.7,0.2,-2.5,0.0
165,Josh Gray\grayjo01,PG,26,NOP,2,23,-4.9,.500,.000,.000,4.4,4.7,4.6,10.3,0.0,0.0,71.4,12.3,,-0.1,0.0,-0.1,-0.246,,-10.7,-2.3,-13.0,-0.1
166,Danny Green\greenda02,SG,32,LAL,16,410,12.1,.613,.712,.099,3.0,11.1,7.1,6.7,2.6,1.7,13.4,13.9,,0.4,0.7,1.1,.131,,1.0,1.6,2.6,0.5
167,Draymond Green\greendr01,PF,29,GSW,10,296,12.3,.460,.345,.195,2.1,25.0,13.4,26.0,1.9,1.5,15.2,15.8,,0.0,0.2,0.2,.026,,-2.3,0.6,-1.7,0.0
168,JaMychal Green\greenja01,PF,29,LAC,17,376,11.3,.559,.667,.157,6.8,25.0,16.2,2.2,1.3,1.2,12.8,14.5,,0.3,0.6,0.9,.114,,-1.3,-0.3,-1.6,0.0
169,Javonte Green\greenja02,SF,26,BOS,10,71,15.0,.563,.286,.179,2.9,9.9,6.4,6.9,2.7,0.0,3.2,18.7,,0.1,0.1,0.2,.138,,-0.5,-0.5,-1.0,0.0
170,Jeff Green\greenje02,PF,33,UTA,16,307,8.3,.502,.554,.416,1.8,12.7,7.5,5.4,1.1,2.5,14.3,19.7,,-0.2,0.5,0.3,.044,,-3.8,0.9,-2.8,-0.1
171,Blake Griffin\griffbl01,PF,30,DET,4,116,17.0,.528,.371,.435,6.0,14.8,10.5,23.3,0.8,1.4,15.9,32.7,,0.0,0.1,0.1,.040,,-0.2,-2.6,-2.8,0.0
172,Marko Guduric\gudurma01,SG,24,MEM,15,254,7.6,.460,.459,.082,3.8,10.6,7.2,13.3,0.9,1.4,15.4,17.0,,-0.2,0.0,-0.2,-0.030,,-3.5,-1.8,-5.2,-0.2
173,Rui Hachimura\hachiru01,PF,21,WAS,14,375,14.9,.540,.146,.139,7.1,14.5,10.7,8.0,1.4,0.2,7.7,19.8,,0.5,0.0,0.5,.064,,-0.5,-2.3,-2.8,-0.1
174,Devon Hall\hallde01,SG,24,OKC,1,7,1.9,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.5,,0.0,0.0,0.0,-0.070,,-5.5,-2.7,-8.2,0.0
175,Tim Hardaway\hardati02,SG,27,DAL,16,367,14.7,.551,.598,.232,1.5,7.7,4.7,12.4,0.5,0.5,3.7,21.5,,0.8,0.1,0.9,.122,,2.1,-3.7,-1.6,0.0
176,James Harden\hardeja01,SG,30,HOU,17,634,30.1,.624,.569,.586,2.4,14.2,8.3,38.7,2.0,1.1,15.2,38.9,,2.9,0.6,3.5,.262,,10.5,-0.7,9.8,1.9
177,Maurice Harkless\harklma01,SF,26,LAC,17,386,9.2,.562,.284,.148,3.9,9.8,6.9,7.0,2.1,2.8,17.3,11.1,,0.1,0.6,0.7,.088,,-1.4,3.0,1.6,0.3
178,Jared Harper\harpeja01,PG,22,PHO,1,2,-19.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.528,,-15.9,-6.7,-22.6,0.0
179,Montrezl Harrell\harremo01,C,26,LAC,17,514,24.5,.624,.023,.378,9.9,15.6,12.8,14.5,1.5,4.1,11.9,23.5,,1.6,0.8,2.4,.223,,2.9,2.7,5.6,1.0
180,Gary Harris\harriga01,SG,25,DEN,15,483,8.7,.496,.393,.145,1.3,9.6,5.3,7.9,1.8,0.8,9.4,15.1,,0.0,0.7,0.7,.065,,-2.1,1.0,-1.2,0.1
181,Joe Harris\harrijo01,SF,28,BRK,16,512,11.7,.604,.559,.106,3.1,8.7,5.9,8.1,1.0,0.8,12.8,16.4,,0.5,0.3,0.8,.078,,0.5,-1.2,-0.7,0.2
182,Tobias Harris\harrito02,PF,27,PHI,16,541,17.9,.579,.301,.230,2.7,21.9,12.5,15.8,1.7,1.7,11.1,21.8,,0.9,0.9,1.7,.155,,0.9,1.4,2.3,0.6
183,Shaquille Harrison\harrish01,SF,26,CHI,10,87,16.7,.482,.161,.387,2.3,24.7,13.1,24.3,2.7,3.3,5.2,18.1,,0.1,0.2,0.3,.150,,-1.8,3.0,1.3,0.1
184,Josh Hart\hartjo01,SF,24,NOP,10,277,15.6,.614,.613,.237,4.8,20.8,12.5,6.9,2.3,1.2,12.0,17.1,,0.4,0.2,0.6,.109,,1.3,-0.7,0.6,0.2
185,Isaiah Hartenstein\harteis01,C,21,HOU,5,63,17.2,.952,.000,.778,8.1,20.9,14.5,2.2,0.7,4.0,24.9,10.3,,0.2,0.1,0.3,.198,,-1.0,0.2,-0.8,0.0
186,Udonis Haslem\hasleud01,PF,39,MIA,2,11,16.0,.906,.000,4.000,0.0,29.4,15.6,0.0,0.0,0.0,0.0,10.8,,0.1,0.0,0.1,.311,,-1.9,-5.0,-6.9,0.0
187,Jaxson Hayes\hayesja02,C,19,NOP,14,268,16.6,.637,.028,.528,9.1,13.4,11.2,5.2,1.7,4.5,11.9,15.2,,0.6,0.1,0.7,.129,,-0.2,0.8,0.6,0.2
188,Gordon Hayward\haywago01,SF,29,BOS,8,249,22.0,.638,.273,.173,2.5,20.5,11.6,22.8,1.2,0.7,11.2,22.8,,0.7,0.4,1.1,.206,,3.2,1.0,4.2,0.4
189,John Henson\hensojo01,PF,29,CLE,1,8,26.8,.323,.500,3.000,26.3,13.7,20.2,0.0,12.1,21.2,17.7,30.2,,0.0,0.0,0.0,-0.039,,-6.1,12.3,6.3,0.0
190,Dewan Hernandez\hernade01,C,23,TOR,2,8,4.7,.500,.500,.000,0.0,47.8,25.6,0.0,5.9,0.0,33.3,16.0,,0.0,0.0,0.0,.030,,-11.5,0.6,-10.9,0.0
191,Juan Hernangómez\hernaju01,PF,24,DEN,8,111,8.3,.573,.625,.208,3.7,14.6,9.0,4.9,0.0,1.7,16.0,12.1,,0.0,0.1,0.1,.064,,-2.8,-0.3,-3.1,0.0
192,Willy Hernangómez\hernawi01,C,25,CHO,4,38,17.9,.546,.250,.500,14.0,12.1,13.1,8.1,1.3,6.9,17.0,19.9,,0.0,0.0,0.1,.069,,-1.8,1.2,-0.6,0.0
193,Tyler Herro\herroty01,SG,20,MIA,14,413,12.1,.567,.456,.228,1.5,13.6,7.9,12.4,1.3,0.5,15.5,21.4,,0.1,0.6,0.7,.076,,-1.6,-0.7,-2.2,0.0
194,Mario Hezonja\hezonma01,PF,24,POR,16,314,7.7,.470,.367,.266,3.5,22.6,13.0,7.1,1.6,0.5,15.3,13.8,,-0.1,0.3,0.1,.019,,-4.1,0.3,-3.8,-0.1
195,Buddy Hield\hieldbu01,SG,27,SAC,15,482,13.6,.544,.559,.138,3.0,12.7,7.7,11.9,1.2,1.2,14.1,27.4,,0.0,0.2,0.2,.022,,0.4,-2.5,-2.1,0.0
196,George Hill\hillge01,PG,33,MIL,16,359,17.0,.654,.480,.280,4.8,8.9,6.9,18.1,1.5,0.5,8.9,14.0,,1.2,0.5,1.6,.218,,3.5,-0.2,3.3,0.5
197,Solomon Hill\hillso01,SF,28,MEM,13,227,10.6,.546,.579,.246,3.7,14.2,9.0,11.6,2.0,0.4,13.7,13.3,,0.1,0.1,0.3,.055,,-0.9,-0.6,-1.5,0.0
198,Jaylen Hoard\hoardja01,SF,20,POR,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-5.7,0.0,-5.7,0.0
199,Aaron Holiday\holidaa01,PG,23,IND,13,306,13.3,.498,.405,.079,2.8,10.9,6.9,23.6,2.1,0.3,13.3,21.1,,0.1,0.5,0.6,.088,,-0.3,0.1,-0.2,0.1
200,Jrue Holiday\holidjr01,SG,29,NOP,15,534,16.3,.508,.316,.172,3.0,12.4,7.6,29.0,2.7,1.8,15.6,24.8,,0.3,0.3,0.6,.052,,0.2,0.0,0.2,0.3
201,Justin Holiday\holidju01,SG,30,IND,15,389,10.9,.526,.647,.206,1.9,14.4,8.2,9.0,1.5,2.3,7.5,13.3,,0.3,0.6,0.9,.117,,-0.5,2.0,1.5,0.3
202,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,8,170,18.6,.612,.040,.400,14.9,14.6,14.7,10.5,2.2,1.6,15.8,17.5,,0.4,0.3,0.7,.199,,1.3,2.4,3.7,0.2
203,Richaun Holmes\holmeri01,C,26,SAC,15,410,20.3,.689,.000,.304,10.4,24.9,17.5,4.7,1.3,5.2,11.2,15.1,,1.2,0.5,1.7,.194,,0.8,1.9,2.8,0.5
204,Rodney Hood\hoodro01,SF,27,POR,15,457,12.2,.628,.402,.165,1.8,10.2,6.0,5.9,1.4,0.7,11.1,13.9,,0.6,0.2,0.8,.083,,0.2,-0.5,-0.3,0.2
205,Al Horford\horfoal01,C,33,PHI,15,465,18.1,.527,.327,.158,7.1,18.2,12.7,19.5,1.6,2.4,7.9,20.6,,0.8,0.8,1.6,.161,,1.8,1.7,3.5,0.6
206,Danuel House\houseda01,SF,26,HOU,13,382,14.5,.642,.695,.257,3.5,12.2,7.8,5.2,1.9,2.2,9.3,13.6,,0.7,0.4,1.1,.139,,1.2,0.5,1.7,0.4
207,Dwight Howard\howardw01,C,34,LAL,16,325,18.3,.722,.000,.717,13.0,28.1,20.6,6.2,0.9,6.9,19.4,12.8,,0.8,0.7,1.5,.225,,-0.3,4.3,4.0,0.5
208,Kevin Huerter\huertke01,SG,21,ATL,10,225,12.4,.570,.587,.200,3.0,14.4,8.7,18.2,1.2,1.2,17.2,18.2,,0.2,0.0,0.2,.042,,0.1,-2.3,-2.2,0.0
209,De'Andre Hunter\huntede01,SF,22,ATL,16,491,9.8,.529,.407,.227,1.8,13.2,7.5,8.7,1.0,0.8,11.7,18.1,,0.1,0.0,0.1,.007,,-1.8,-2.6,-4.3,-0.3
210,Chandler Hutchison\hutchch01,SF,23,CHI,7,144,10.4,.543,.262,.619,0.7,21.7,10.8,8.1,1.3,1.3,15.8,18.1,,0.0,0.2,0.2,.050,,-4.7,0.0,-4.8,-0.1
211,Serge Ibaka\ibakase01,C,30,TOR,8,183,18.2,.595,.190,.274,4.2,23.5,14.5,5.5,1.3,4.8,15.3,25.9,,0.1,0.4,0.4,.118,,-3.4,1.5,-1.9,0.0
212,Ersan İlyasova\ilyaser01,PF,32,MIL,14,221,13.0,.527,.544,.265,6.9,22.0,14.8,4.7,1.2,1.9,6.2,14.9,,0.3,0.4,0.7,.147,,-1.1,0.2,-1.0,0.1
213,Joe Ingles\inglejo01,SF,32,UTA,16,441,6.9,.460,.670,.175,1.3,15.4,8.7,18.1,1.1,0.4,18.4,13.4,,-0.2,0.7,0.5,.054,,-2.5,2.0,-0.6,0.2
214,Brandon Ingram\ingrabr01,PF,22,NOP,13,428,23.5,.609,.300,.287,3.1,20.3,11.4,21.7,1.2,2.4,12.6,30.1,,1.1,0.2,1.3,.141,,3.6,-0.9,2.6,0.5
215,Kyrie Irving\irvinky01,PG,27,BRK,11,372,26.3,.561,.361,.250,2.8,13.6,8.3,40.3,1.5,1.3,8.5,33.9,,1.3,0.3,1.6,.208,,7.4,-0.7,6.7,0.8
216,Jonathan Isaac\isaacjo01,SF,22,ORL,13,399,20.3,.606,.377,.238,5.3,20.2,12.4,8.9,2.3,7.9,11.7,17.6,,0.6,0.9,1.5,.180,,0.4,5.5,6.0,0.8
217,Wesley Iwundu\iwundwe01,SF,25,ORL,7,85,7.3,.393,.389,.778,3.5,15.6,9.3,8.0,1.7,1.0,11.0,13.8,,-0.1,0.1,0.0,.019,,-5.4,0.7,-4.8,-0.1
218,Frank Jackson\jacksfr01,PG,21,NOP,16,269,10.0,.507,.476,.242,1.9,8.5,5.1,10.0,1.4,0.3,11.0,23.2,,0.0,0.0,0.0,-0.005,,-2.0,-4.1,-6.1,-0.3
219,Jaren Jackson\jacksja02,C,20,MEM,14,371,14.0,.577,.394,.213,6.0,14.5,10.2,6.5,1.0,3.1,13.4,22.5,,0.2,0.2,0.4,.053,,-0.5,-1.5,-2.0,0.0
220,Justin Jackson\jacksju01,PF,24,DAL,15,207,14.8,.614,.507,.147,3.6,14.2,9.0,4.1,0.5,0.8,4.8,17.0,,0.5,0.1,0.6,.134,,0.9,-2.9,-2.0,0.0
221,Reggie Jackson\jacksre01,PG,29,DET,2,36,11.0,.437,.455,.091,3.2,12.8,8.0,31.9,0.0,0.0,8.0,14.9,,0.0,0.0,0.0,.065,,-1.2,-4.0,-5.3,0.0
222,Justin James\jamesju01,SG,23,SAC,6,64,12.0,.489,.346,.231,0.0,11.0,5.4,12.7,1.5,2.9,6.5,20.8,,0.0,0.0,0.0,.018,,-2.7,-1.6,-4.4,0.0
223,LeBron James\jamesle01,PG,35,LAL,16,563,27.1,.566,.284,.281,3.2,20.4,11.9,50.7,1.8,1.4,13.6,31.1,,1.8,1.0,2.9,.245,,6.8,2.3,9.1,1.6
224,Amile Jefferson\jeffeam01,PF,26,ORL,2,9,39.6,1.000,.000,.000,22.3,12.3,17.5,49.2,0.0,0.0,25.0,19.2,,0.1,0.0,0.1,.386,,13.4,-1.5,11.9,0.0
225,DaQuan Jeffries\jeffrda01,SG,22,SAC,2,11,12.8,1.000,.000,.000,10.2,0.0,5.2,12.7,0.0,0.0,0.0,3.9,,0.0,0.0,0.0,.162,,3.1,-3.2,-0.1,0.0
