Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
339,Miye Oni\onimi01,SG,22,UTA,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.039,,-5.7,2.1,-3.6,0.0
340,Cedi Osman\osmande01,SF,24,CLE,16,471,8.5,.496,.531,.123,1.8,13.0,7.3,11.0,1.6,0.5,12.7,14.3,,-0.1,0.2,0.1,.015,,-1.4,-0.2,-1.6,0.0
341,Kelly Oubre\oubreke01,SF,24,PHO,16,500,16.9,.570,.322,.384,5.0,15.7,10.3,8.7,2.1,1.6,9.5,23.3,,0.7,0.7,1.4,.130,,0.4,0.3,0.8,0.3
342,Jabari Parker\parkeja01,PF,24,ATL,16,438,19.2,.571,.294,.192,7.7,17.0,12.4,11.9,2.5,1.7,11.1,24.8,,0.6,0.2,0.9,.095,,1.9,-1.2,0.7,0.3
343,Chandler Parsons\parsoch01,SF,31,ATL,2,19,17.0,.571,.714,.000,5.9,11.7,8.8,0.0,7.4,0.0,12.5,17.5,,0.0,0.0,0.0,.083,,0.0,-1.5,-1.5,0.0
344,Eric Paschall\pascher01,PF,23,GSW,16,499,15.6,.573,.213,.356,4.2,13.3,8.7,8.2,0.7,1.0,8.6,21.5,,0.8,-0.1,0.7,.065,,-0.2,-3.3,-3.5,-0.2
345,Patrick Patterson\pattepa01,PF,30,LAC,15,233,9.2,.517,.762,.063,5.0,14.6,9.9,7.4,0.4,0.8,8.5,12.5,,0.2,0.2,0.4,.089,,-0.3,-0.5,-0.9,0.1
346,Justin Patton\pattoju01,C,22,OKC,1,6,-26.3,.000,.500,.000,0.0,35.1,18.1,0.0,0.0,0.0,33.3,21.9,,-0.1,0.0,-0.1,-0.532,,-25.1,-5.4,-30.5,0.0
347,Chris Paul\paulch01,PG,34,OKC,15,458,20.5,.609,.385,.497,1.0,13.1,7.2,29.5,3.0,0.0,14.0,21.9,,1.2,0.6,1.8,.191,,3.4,0.4,3.8,0.7
348,Elfrid Payton\paytoel01,PG,25,NYK,4,102,13.7,.506,.276,.207,3.0,9.9,6.3,21.9,4.8,0.0,18.1,16.1,,0.0,0.1,0.2,.077,,-1.5,0.9,-0.6,0.0
349,Theo Pinson\pinsoth01,SG,24,BRK,7,102,4.2,.372,.465,.140,0.0,9.1,4.6,17.9,2.7,0.0,16.5,22.1,,-0.3,0.1,-0.2,-0.101,,-6.8,-1.8,-8.6,-0.2
350,Mason Plumlee\plumlma01,C,29,DEN,15,244,18.7,.564,.028,.507,11.4,23.5,17.3,20.2,1.6,4.6,18.0,18.6,,0.4,0.5,0.9,.175,,-0.5,4.6,4.0,0.4
351,Vincent Poirier\poirivi01,C,26,BOS,5,29,9.6,.394,.000,.250,17.5,10.4,13.9,14.3,1.6,6.2,25.3,17.4,,0.0,0.1,0.0,.031,,-5.0,4.6,-0.4,0.0
352,Jakob Pöltl\poeltja01,C,24,SAS,17,289,17.8,.580,.000,.356,13.7,21.2,17.4,12.2,1.5,3.7,16.8,14.7,,0.5,0.2,0.8,.125,,0.3,1.7,2.0,0.3
353,Jordan Poole\poolejo01,SG,20,GSW,17,449,3.6,.384,.514,.182,0.7,9.5,5.0,12.4,1.2,0.8,10.9,20.5,,-1.0,-0.1,-1.1,-0.118,,-5.4,-3.4,-8.8,-0.8
354,Kevin Porter\porteke02,SF,19,CLE,15,307,8.0,.481,.344,.240,1.7,13.2,7.4,11.4,1.7,1.1,15.2,17.5,,-0.2,0.2,-0.1,-0.010,,-3.4,-0.4,-3.8,-0.1
355,Michael Porter\portemi01,PF,21,DEN,10,90,10.4,.493,.294,.235,9.1,18.0,13.5,6.7,0.0,3.1,13.8,20.7,,0.0,0.1,0.1,.051,,-4.1,-0.7,-4.7,-0.1
356,Otto Porter\porteot01,SF,26,CHI,9,226,13.6,.544,.476,.238,3.5,11.0,7.1,9.4,1.9,1.3,7.0,18.2,,0.3,0.2,0.5,.104,,0.1,-0.4,-0.4,0.1
357,Bobby Portis\portibo01,C,24,NYK,17,385,13.4,.482,.306,.102,7.8,22.5,14.8,8.9,1.5,1.3,9.4,20.0,,0.1,0.3,0.4,.052,,-2.3,-0.8,-3.1,-0.1
358,Kristaps Porziņģis\porzikr01,PF,24,DAL,15,469,17.8,.517,.379,.235,5.9,23.9,15.2,7.7,0.6,5.8,8.5,26.3,,0.4,0.7,1.0,.103,,-1.9,0.5,-1.4,0.1
359,Dwight Powell\poweldw01,C,28,DAL,13,330,12.0,.655,.097,.387,7.5,10.4,9.0,6.8,1.0,1.5,17.1,11.2,,0.5,0.2,0.8,.110,,0.2,0.6,0.8,0.2
360,Norman Powell\powelno01,SG,26,TOR,15,413,12.2,.577,.489,.227,1.9,12.0,7.3,8.5,1.1,1.1,12.4,18.3,,0.3,0.5,0.8,.095,,-0.5,0.3,-0.2,0.2
361,Julius Randle\randlju01,PF,25,NYK,17,563,14.0,.505,.255,.335,7.7,22.2,14.5,19.2,1.2,0.5,17.7,25.2,,-0.2,0.4,0.2,.018,,-1.5,-0.4,-1.8,0.0
362,Cam Reddish\reddica01,SF,20,ATL,14,344,4.6,.398,.421,.231,2.9,14.2,8.6,9.7,2.0,1.3,17.9,19.6,,-0.9,0.1,-0.8,-0.106,,-6.0,-1.3,-7.4,-0.5
363,J.J. Redick\redicjj01,SG,35,NOP,16,444,15.2,.648,.693,.283,0.9,10.3,5.4,9.4,0.7,1.0,11.4,19.2,,1.0,0.0,0.9,.098,,2.7,-3.3,-0.6,0.2
364,Josh Richardson\richajo01,SG,26,PHI,14,458,14.1,.563,.397,.251,2.2,9.6,6.0,17.0,1.9,1.5,15.0,21.5,,0.4,0.6,1.0,.109,,0.3,-0.1,0.2,0.3
365,Austin Rivers\riverau01,SG,27,HOU,17,404,8.3,.502,.566,.156,2.8,7.8,5.3,7.3,0.9,0.4,7.1,14.0,,0.2,0.2,0.4,.043,,-1.9,-1.7,-3.6,-0.2
366,Duncan Robinson\robindu01,SF,25,MIA,15,381,11.5,.626,.802,.083,0.6,9.9,5.5,3.9,1.1,1.8,8.1,15.3,,0.4,0.5,0.9,.119,,0.7,-0.7,0.0,0.2
367,Glenn Robinson\robingl02,SF,26,GSW,17,534,13.0,.564,.317,.118,6.1,11.4,8.7,9.2,1.4,0.3,8.6,14.5,,0.7,0.0,0.6,.058,,0.3,-1.8,-1.4,0.1
368,Jerome Robinson\robinje01,SG,22,LAC,12,128,8.1,.501,.512,.049,0.0,8.6,4.4,14.0,1.5,3.5,17.7,16.3,,-0.1,0.2,0.1,.038,,-3.3,0.8,-2.5,0.0
369,Justin Robinson\robinju01,PG,22,WAS,4,12,9.0,.500,.200,.000,8.8,18.5,13.6,21.4,0.0,0.0,28.6,23.8,,0.0,0.0,0.0,-0.094,,-5.2,-3.1,-8.4,0.0
370,Mitchell Robinson\robinmi01,C,21,NYK,13,245,27.9,.740,.000,.464,15.6,18.8,17.1,6.4,1.6,11.0,11.7,16.3,,1.0,0.4,1.4,.275,,3.0,4.9,7.9,0.6
371,Rajon Rondo\rondora01,PG,33,LAL,6,128,15.1,.480,.408,.143,2.6,13.6,8.1,36.3,2.2,0.0,16.1,20.6,,0.1,0.2,0.3,.116,,-0.5,-0.7,-1.2,0.0
372,Derrick Rose\rosede01,PG,31,DET,11,264,23.2,.610,.133,.280,1.8,7.4,4.6,40.7,2.0,1.6,18.3,32.2,,0.5,0.2,0.7,.126,,2.6,-2.7,-0.1,0.1
373,Terrence Ross\rosste01,SG,28,ORL,13,307,10.1,.483,.603,.184,1.6,12.2,6.7,6.8,2.1,0.9,10.4,23.1,,-0.3,0.4,0.1,.017,,-2.2,-1.2,-3.4,-0.1
374,Terry Rozier\roziete01,PG,25,CHO,17,546,14.5,.548,.432,.243,2.3,11.0,6.5,22.3,1.8,0.5,16.5,25.3,,0.3,0.2,0.5,.040,,0.2,-2.0,-1.8,0.0
375,Ricky Rubio\rubiori01,PG,29,PHO,11,339,15.7,.497,.287,.295,1.9,18.9,10.3,37.7,2.1,0.0,14.3,20.2,,0.4,0.4,0.9,.122,,0.2,0.8,1.0,0.3
376,D'Angelo Russell\russeda01,SG,23,GSW,10,315,21.8,.571,.422,.316,0.7,11.8,6.1,39.2,1.2,1.4,13.8,32.9,,0.5,0.0,0.5,.075,,5.2,-3.7,1.5,0.3
377,Domantas Sabonis\sabondo01,C,23,IND,13,444,20.8,.561,.081,.279,12.2,30.0,21.1,16.3,0.8,1.8,14.0,24.8,,0.8,0.8,1.6,.177,,0.6,2.4,3.0,0.6
378,JaKarr Sampson\sampsja02,SF,26,IND,9,166,10.0,.567,.244,.171,4.6,11.0,7.8,3.3,1.5,3.2,12.0,12.9,,0.1,0.3,0.3,.097,,-2.4,1.9,-0.5,0.1
379,Dario Šarić\saricda01,PF,25,PHO,16,431,12.6,.538,.497,.131,5.5,21.5,13.5,10.7,1.7,1.0,12.5,17.4,,0.2,0.6,0.8,.086,,-0.6,1.2,0.6,0.3
380,Tomáš Satoranský\satorto01,PG,28,CHI,17,433,14.2,.571,.395,.151,2.8,9.9,6.2,28.6,2.8,0.7,21.1,15.3,,0.5,0.5,1.0,.106,,-0.2,0.3,0.1,0.2
381,Admiral Schofield\schofad01,SF,22,WAS,6,52,17.5,.935,.700,.400,4.1,12.8,8.3,2.4,0.0,0.0,0.0,9.2,,0.2,0.0,0.2,.188,,4.8,-4.5,0.3,0.0
382,Dennis Schröder\schrode01,PG,26,OKC,15,431,12.6,.512,.332,.219,1.8,14.4,8.3,23.3,1.5,0.8,17.0,26.3,,-0.3,0.4,0.1,.014,,-2.1,-0.3,-2.4,0.0
383,Mike Scott\scottmi01,PF,31,PHI,16,297,10.2,.581,.578,.060,4.6,17.0,10.9,4.6,0.5,0.3,7.6,13.1,,0.3,0.3,0.7,.108,,-0.6,-1.5,-2.1,0.0
384,Thabo Sefolosha\sefolth01,PF,35,HOU,14,153,8.6,.392,.622,.000,6.6,16.5,11.6,12.0,1.8,2.2,9.8,10.8,,0.0,0.2,0.2,.056,,-3.0,1.4,-1.6,0.0
385,Collin Sexton\sextoco01,SG,21,CLE,16,484,14.5,.523,.256,.244,2.6,8.6,5.6,12.2,1.3,0.2,9.6,26.7,,0.2,0.1,0.3,.031,,-0.5,-3.0,-3.5,-0.2
386,Landry Shamet\shamela01,SG,22,LAC,10,294,6.3,.559,.753,.130,0.0,5.1,2.6,7.7,0.6,0.3,12.8,13.1,,0.1,0.2,0.4,.058,,-0.5,-1.4,-1.9,0.0
387,Iman Shumpert\shumpim01,SG,29,BRK,5,94,3.9,.460,.680,.200,3.4,11.0,7.2,2.9,2.0,0.0,20.5,15.0,,-0.2,0.1,-0.1,-0.043,,-5.0,-1.3,-6.2,-0.1
388,Pascal Siakam\siakapa01,PF,25,TOR,15,554,20.3,.572,.306,.250,4.8,17.8,11.7,18.9,1.0,1.7,11.5,29.4,,1.0,0.9,1.8,.159,,2.0,0.9,2.9,0.7
389,Chris Silva\silvach01,PF,23,MIA,15,148,17.5,.694,.059,.471,24.6,22.6,23.5,11.3,1.3,7.9,34.9,18.3,,0.2,0.3,0.5,.169,,-0.4,5.0,4.7,0.2
390,Ben Simmons\simmobe01,PG,23,PHI,14,465,18.0,.567,.007,.326,4.6,17.0,10.9,34.1,3.3,1.6,23.3,19.1,,0.5,0.9,1.4,.147,,0.0,3.2,3.2,0.6
391,Anfernee Simons\simonan01,SG,20,POR,17,366,13.5,.553,.487,.205,1.1,7.5,4.3,10.3,1.3,0.4,8.1,21.0,,0.4,0.1,0.5,.065,,0.4,-2.9,-2.6,-0.1
392,Marcus Smart\smartma01,SG,25,BOS,15,482,14.3,.518,.637,.131,2.5,8.5,5.6,22.4,2.0,1.3,8.3,17.1,,0.7,0.7,1.3,.134,,1.7,0.8,2.5,0.5
393,Dennis Smith\smithde03,PG,22,NYK,10,150,6.9,.427,.290,.129,3.4,5.3,4.3,26.3,1.3,0.7,16.6,22.2,,-0.2,0.0,-0.2,-0.049,,-4.2,-3.6,-7.8,-0.2
394,Ish Smith\smithis01,PG,31,WAS,14,342,11.4,.476,.278,.093,3.1,11.7,7.3,20.9,1.2,1.7,12.5,15.3,,0.2,0.0,0.2,.030,,-1.5,-1.0,-2.5,0.0
395,Tony Snell\snellto01,SF,28,DET,13,352,11.2,.633,.710,.043,1.7,4.6,3.1,9.5,1.0,0.5,6.0,12.4,,0.6,0.1,0.7,.094,,2.0,-2.6,-0.6,0.1
396,Omari Spellman\spellom01,PF,22,GSW,16,281,16.2,.530,.313,.303,14.9,18.6,16.7,9.7,1.7,2.5,16.4,20.0,,0.2,0.1,0.3,.055,,-0.5,-0.9,-1.4,0.0
397,Max Strus\strusma01,SG,23,CHI,1,5,37.0,.727,.333,.333,19.9,0.0,10.3,0.0,0.0,0.0,0.0,28.3,,0.0,0.0,0.0,.385,,10.0,-10.5,-0.4,0.0
398,Edmond Sumner\sumneed01,PG,24,IND,3,67,12.3,.520,.167,.278,1.6,3.2,2.4,12.2,3.6,1.3,4.7,13.6,,0.1,0.1,0.2,.138,,-1.4,1.4,0.0,0.0
399,Caleb Swanigan\swanica01,PF,22,SAC,4,11,6.4,.521,.000,1.000,10.2,32.0,20.9,0.0,4.4,16.8,51.0,23.2,,-0.1,0.0,0.0,-0.155,,-16.3,7.4,-8.9,0.0
400,Jayson Tatum\tatumja01,PF,21,BOS,15,513,16.7,.511,.351,.210,4.2,16.4,10.3,11.9,2.0,1.8,8.5,27.3,,0.2,0.9,1.1,.099,,-0.6,0.8,0.3,0.3
401,Jeff Teague\teaguje01,PG,31,MIN,12,345,17.5,.557,.261,.530,1.8,7.6,4.7,38.4,1.5,0.9,16.0,19.8,,0.8,0.2,1.0,.140,,0.5,-2.5,-2.0,0.0
402,Garrett Temple\templga01,SG,33,BRK,16,399,11.1,.536,.714,.185,2.1,9.3,5.8,8.8,2.0,1.8,8.5,14.5,,0.3,0.4,0.7,.082,,-0.2,0.2,0.0,0.2
403,Daniel Theis\theisda01,C,27,BOS,13,295,14.0,.518,.169,.352,7.6,25.2,16.4,8.1,1.3,6.4,10.9,13.3,,0.3,0.7,0.9,.152,,-3.0,5.3,2.3,0.3
404,Isaiah Thomas\thomais02,PG,30,WAS,12,296,14.7,.555,.444,.083,0.4,6.8,3.5,30.3,0.8,0.9,15.4,22.5,,0.4,-0.1,0.3,.050,,0.6,-4.9,-4.2,-0.2
405,Khyri Thomas\thomakh01,SG,23,DET,2,6,4.0,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,,0.0,0.0,0.0,.028,,-4.1,-3.3,-7.3,0.0
406,Matt Thomas\thomama02,SG,25,TOR,12,136,13.1,.727,.703,.135,0.8,8.4,4.9,4.2,1.4,0.0,9.3,13.5,,0.3,0.2,0.4,.146,,1.9,-1.0,0.9,0.1
407,Tristan Thompson\thomptr01,C,28,CLE,15,473,21.1,.557,.039,.268,13.6,20.2,16.8,12.6,1.3,3.6,10.3,20.2,,1.0,0.4,1.4,.143,,1.6,1.9,3.4,0.7
408,Matisse Thybulle\thybuma01,SG,22,PHI,15,221,6.7,.455,.510,.275,2.1,5.5,3.8,8.6,4.3,4.2,23.9,14.3,,-0.4,0.5,0.1,.030,,-4.2,3.9,-0.3,0.1
409,Anthony Tolliver\tollian01,PF,34,POR,14,258,6.1,.459,.796,.204,3.5,15.7,9.6,5.4,0.5,1.9,14.5,11.1,,-0.1,0.1,0.0,.002,,-3.1,-0.3,-3.4,-0.1
410,Karl-Anthony Towns\townska01,C,24,MIN,14,465,29.0,.663,.520,.320,7.9,30.1,19.0,19.3,1.7,3.6,13.7,28.1,,1.7,0.8,2.5,.254,,7.2,2.3,9.5,1.3
411,Gary Trent\trentga02,SG,21,POR,11,93,15.0,.621,.697,.000,3.3,9.8,6.5,7.8,1.0,1.8,5.7,15.6,,0.2,0.0,0.2,.121,,1.9,-2.0,-0.1,0.0
412,Allonzo Trier\trieral01,PG,24,NYK,8,117,12.2,.659,.588,.618,0.9,10.6,5.4,16.0,0.8,2.6,24.5,20.8,,0.1,0.0,0.2,.062,,-1.1,-2.3,-3.4,0.0
413,P.J. Tucker\tuckepj01,PF,34,HOU,17,593,12.0,.688,.629,.121,4.1,13.3,8.7,5.3,1.8,1.3,11.6,9.4,,1.0,0.5,1.5,.125,,1.0,1.3,2.2,0.6
414,Evan Turner\turneev01,PG,31,ATL,8,100,13.3,.563,.063,.313,3.4,13.4,8.4,21.0,2.3,0.9,19.8,18.9,,0.1,0.0,0.1,.046,,-2.4,-1.5,-4.0,0.0
415,Myles Turner\turnemy01,C,23,IND,7,219,15.7,.596,.432,.149,6.4,17.7,12.1,4.5,0.9,6.1,15.1,18.2,,0.2,0.4,0.6,.124,,-1.1,2.7,1.7,0.2
416,Jonas Valančiūnas\valanjo01,C,27,MEM,15,352,16.7,.593,.171,.164,9.0,31.8,20.4,12.6,0.4,2.2,18.0,21.5,,0.3,0.3,0.6,.075,,-1.6,-0.2,-1.8,0.0
417,Denzel Valentine\valende01,SF,26,CHI,3,11,33.2,.667,.778,.000,9.0,29.4,18.8,20.3,0.0,0.0,10.0,37.4,,0.0,0.0,0.0,.194,,12.0,-4.4,7.6,0.0
418,Jarred Vanderbilt\vandeja01,SF,20,DEN,3,9,0.5,,,,0.0,24.0,11.7,13.4,0.0,0.0,100.0,4.8,,0.0,0.0,0.0,-0.047,,-10.7,2.7,-8.0,0.0
419,Fred VanVleet\vanvlfr01,PG,25,TOR,15,570,16.0,.537,.446,.299,0.6,9.4,5.3,29.3,2.2,0.3,13.3,21.9,,0.9,0.8,1.7,.142,,1.4,0.2,1.6,0.5
420,Noah Vonleh\vonleno01,C,24,MIN,14,177,12.5,.555,.233,.442,9.8,19.5,14.6,11.7,1.0,1.4,20.2,14.7,,0.2,0.2,0.3,.089,,-2.5,0.5,-2.0,0.0
421,Nikola Vučević\vucevni01,C,29,ORL,14,431,22.3,.524,.237,.185,9.6,31.0,19.8,20.1,1.0,3.0,8.1,24.9,,0.8,0.7,1.5,.165,,1.7,2.6,4.3,0.7
422,Dean Wade\wadede01,PF,23,CLE,3,18,6.7,.750,.500,.000,0.0,12.2,6.0,0.0,2.7,0.0,0.0,4.8,,0.0,0.0,0.0,.088,,-2.2,-1.0,-3.2,0.0
423,Moritz Wagner\wagnemo01,C,22,WAS,14,264,21.1,.732,.330,.245,8.0,25.7,16.6,8.8,1.4,3.5,21.4,23.1,,0.6,0.2,0.7,.132,,2.1,-0.4,1.7,0.2
424,Kemba Walker\walkeke02,PG,29,BOS,15,485,20.1,.563,.524,.288,3.1,11.2,7.2,23.3,1.4,1.5,10.2,27.5,,1.0,0.7,1.7,.166,,4.1,-0.2,3.9,0.7
425,Lonnie Walker\walkelo01,SG,21,SAS,10,49,-1.7,.274,.118,.412,2.1,17.8,9.8,10.4,0.0,1.7,13.0,19.8,,-0.2,0.0,-0.2,-0.211,,-11.0,-2.8,-13.7,-0.1
426,Tyrone Wallace\wallaty01,SG,25,ATL,11,129,4.9,.412,.286,.486,2.6,13.8,8.2,12.7,1.8,0.0,17.5,16.6,,-0.2,0.0,-0.2,-0.068,,-5.7,-2.3,-8.0,-0.2
427,Taurean Waller-Prince\princta02,SF,25,BRK,16,478,10.5,.534,.586,.138,2.9,19.2,11.2,8.4,1.4,0.8,15.0,19.5,,-0.1,0.5,0.3,.035,,-1.9,-0.5,-2.4,-0.1
428,Derrick Walton\waltode01,PG,24,LAC,3,9,8.7,1.500,1.000,.000,0.0,0.0,0.0,15.0,0.0,0.0,50.0,9.1,,0.0,0.0,0.0,.091,,1.2,-7.1,-5.9,0.0
429,Brad Wanamaker\wanambr01,PG,30,BOS,15,253,17.3,.664,.258,.500,1.2,9.9,5.6,24.1,2.5,0.7,18.3,16.6,,0.6,0.4,1.0,.192,,0.6,0.6,1.2,0.2
430,T.J. Warren\warretj01,SF,26,IND,15,502,12.8,.528,.193,.165,2.2,9.4,5.8,4.8,1.7,1.1,7.9,21.7,,0.2,0.7,0.9,.085,,-2.1,-0.1,-2.2,0.0
431,PJ Washington\washipj01,PF,21,CHO,17,478,14.1,.589,.356,.240,3.4,17.8,10.3,8.6,1.9,2.6,12.5,16.6,,0.5,0.4,0.8,.084,,-0.8,0.7,-0.1,0.2
432,Yuta Watanabe\watanyu01,SG,25,MEM,1,3,49.4,1.000,.000,.000,0.0,35.9,17.8,0.0,0.0,0.0,0.0,27.6,,0.0,0.0,0.0,.444,,10.1,-10.8,-0.7,0.0
433,Russell Westbrook\westbru01,PG,31,HOU,15,502,17.7,.496,.298,.342,4.2,18.5,11.4,34.1,2.2,0.8,15.2,31.9,,0.2,0.6,0.7,.069,,-0.3,0.7,0.4,0.3
434,Coby White\whiteco01,SG,19,CHI,17,432,12.2,.496,.466,.152,1.1,14.2,7.4,14.7,1.5,0.0,9.8,25.2,,-0.1,0.4,0.3,.028,,-1.3,-2.0,-3.4,-0.1
435,Derrick White\whitede01,SG,25,SAS,15,354,13.7,.564,.264,.418,3.0,9.6,6.2,15.6,1.1,2.8,13.3,17.8,,0.5,0.1,0.6,.080,,-0.2,-1.1,-1.3,0.1
436,Hassan Whiteside\whiteha01,C,30,POR,14,394,23.0,.630,.000,.364,13.6,29.6,21.6,5.2,0.6,5.2,14.9,20.5,,1.0,0.5,1.5,.179,,-0.8,1.0,0.2,0.2
437,Andrew Wiggins\wiggian01,SF,24,MIN,13,452,20.2,.545,.320,.215,3.8,11.2,7.5,18.4,0.8,2.6,7.4,29.1,,0.8,0.3,1.1,.115,,2.1,-1.4,0.7,0.3
438,Grant Williams\willigr01,PF,21,BOS,14,224,4.7,.356,.432,.341,5.4,10.3,7.9,8.1,1.7,3.6,19.2,11.9,,-0.3,0.4,0.0,.007,,-5.5,3.4,-2.1,0.0
439,Kenrich Williams\willike04,PF,25,NOP,17,430,11.3,.525,.614,.205,7.3,18.7,12.8,9.6,1.8,2.8,12.6,9.8,,0.5,0.3,0.7,.079,,-0.2,1.7,1.6,0.4
440,Lou Williams\willilo02,SG,33,LAC,17,547,20.0,.562,.283,.427,2.3,9.0,5.7,28.7,0.8,0.5,13.1,29.4,,1.3,0.5,1.8,.157,,2.5,-1.9,0.6,0.4
441,Marvin Williams\willima02,PF,33,CHO,17,330,13.4,.656,.565,.196,2.3,12.6,7.2,5.0,1.5,1.3,9.9,14.4,,0.5,0.1,0.7,.099,,0.4,-1.5,-1.0,0.1
442,Robert Williams\williro04,C,22,BOS,13,184,20.9,.760,.000,.344,7.7,25.1,16.5,15.7,2.9,7.8,23.0,11.1,,0.4,0.5,0.9,.246,,0.0,8.2,8.2,0.5
443,Nigel Williams-Goss\willini01,PG,25,UTA,4,8,-14.4,.000,.500,.000,0.0,0.0,0.0,16.1,0.0,0.0,33.3,16.3,,-0.1,0.0,-0.1,-0.348,,-16.9,-4.6,-21.4,0.0
444,D.J. Wilson\wilsodj01,PF,23,MIL,7,55,8.2,.475,.700,.000,5.6,13.6,9.8,12.1,0.0,1.6,16.7,17.8,,0.0,0.1,0.0,.024,,-2.7,-1.4,-4.1,0.0
445,Justise Winslow\winslju01,SF,23,MIA,5,181,9.2,.434,.167,.236,6.0,18.5,12.6,20.1,1.3,1.6,16.8,22.6,,-0.3,0.3,0.0,.010,,-5.1,1.3,-3.7,-0.1
446,Christian Wood\woodch01,PF,24,DET,14,206,23.2,.685,.324,.437,8.5,24.5,16.6,4.8,0.9,6.4,12.4,20.3,,0.5,0.3,0.8,.185,,1.0,0.2,1.1,0.2
447,Delon Wright\wrighde01,SG,27,DAL,16,360,17.6,.579,.260,.280,3.6,12.1,7.9,19.0,2.5,1.4,8.2,14.3,,0.9,0.4,1.3,.177,,1.6,1.1,2.7,0.4
448,Thaddeus Young\youngth01,PF,31,CHI,17,373,12.5,.479,.399,.146,8.3,12.1,10.1,12.2,2.1,1.5,13.4,21.4,,-0.2,0.4,0.2,.032,,-1.6,0.2,-1.3,0.1
449,Trae Young\youngtr01,PG,21,ATL,15,511,22.8,.571,.432,.373,1.5,12.9,7.2,44.0,2.2,0.2,17.3,33.4,,0.9,0.1,1.1,.099,,5.9,-2.7,3.2,0.7
450,Cody Zeller\zelleco01,C,27,CHO,16,401,17.2,.574,.212,.328,13.8,24.1,18.8,8.3,1.0,1.3,13.8,19.5,,0.7,0.2,0.9,.108,,-0.2,-1.0,-1.2,0.1
451,Ante Žižić\zizican01,C,23,CLE,4,64,13.9,.594,.000,.278,8.2,15.4,11.8,0.0,0.8,1.3,4.7,14.2,,0.1,0.0,0.1,.111,,-3.0,-4.2,-7.2,-0.1
452,Ivica Zubac\zubaciv01,C,22,LAC,17,272,25.1,.645,.011,.446,16.8,28.3,22.7,9.1,0.5,7.0,12.7,19.1,,1.0,0.6,1.5,.270,,1.5,3.5,5.0,0.5
